id;k1;b1;D1;p-value linear 1;R_score1;AIC_linear1;kef x^2 (1);kef x (1);kef 1 (1);p-value quadr 1;R_score quadr 1;AIC_quadr1
0594;-1.980;13.934;1.980;0.000;0.998;-49.386;0.006;-2.022;13.997;0.000;0.998;-47.613
0595;-1.926;12.877;1.926;0.000;0.997;-45.482;-0.044;-1.622;12.414;0.000;0.998;-56.743
0596;-1.899;13.568;1.899;0.000;0.999;-65.595;0.002;-1.910;13.584;0.000;0.999;-63.622
0597;-1.749;13.634;1.749;0.000;0.998;-67.348;0.016;-1.860;13.803;0.000;0.999;-68.399
0598;-1.926;14.637;1.926;0.000;0.999;-69.503;-0.016;-1.816;14.469;0.000;0.999;-70.763
0599;-1.876;14.684;1.876;0.000;0.999;-65.720;0.009;-1.937;14.777;0.000;0.999;-64.567
0600;-1.914;13.359;1.914;0.000;0.999;-64.507;0.000;-1.914;13.359;0.000;0.999;-62.507
0601;-2.012;14.495;2.012;0.000;0.997;-35.009;0.014;-2.106;14.638;0.000;0.997;-33.755
0602;-1.904;13.485;1.904;0.000;0.999;-74.817;0.003;-1.926;13.518;0.000;0.999;-72.960
0603;-1.976;14.762;1.976;0.000;0.999;-74.938;0.013;-2.069;14.903;0.000;0.999;-75.645
0605;-1.804;12.055;1.804;0.000;0.995;-28.319;-0.054;-1.433;11.488;0.000;0.997;-37.350
0606;-1.996;15.724;1.996;0.000;0.999;-71.597;0.026;-2.178;16.001;0.000;0.999;-80.195
0607;-1.917;15.225;1.917;0.000;0.999;-67.528;0.015;-2.022;15.384;0.000;0.999;-68.254
0608;-1.797;12.259;1.797;0.000;0.997;-43.389;-0.023;-1.637;12.016;0.000;0.997;-44.316
0610;-1.982;15.122;1.982;0.000;0.997;-35.097;0.031;-2.198;15.452;0.000;0.997;-37.274
0611;-1.973;16.015;1.973;0.000;0.992;-9.517;0.001;-1.983;16.030;0.000;0.992;-7.521
0613;-1.907;13.566;1.907;0.000;0.999;-77.574;0.003;-1.927;13.596;0.000;0.999;-75.704
0614;-1.867;14.330;1.867;0.000;0.998;-55.543;-0.039;-1.599;13.921;0.000;0.999;-68.182
0615;-1.972;15.222;1.972;0.000;0.999;-76.881;0.004;-2.003;15.270;0.000;0.999;-75.193
0616;-1.857;13.372;1.857;0.000;0.999;-68.752;-0.013;-1.768;13.236;0.000;0.999;-68.793
0617;-1.899;13.469;1.899;0.000;0.999;-70.758;-0.002;-1.883;13.446;0.000;0.999;-68.823
0618;-1.868;13.300;1.868;0.000;0.999;-70.856;-0.034;-1.636;12.947;0.000;0.999;-87.963
0620;-1.986;13.953;1.986;0.000;0.997;-38.599;0.008;-2.042;14.037;0.000;0.997;-36.886
0621;-2.016;15.333;2.016;0.000;0.998;-52.694;0.023;-2.176;15.577;0.000;0.998;-54.719
0622;-1.944;13.762;1.944;0.000;0.999;-92.250;-0.009;-1.880;13.666;0.000;0.999;-92.439
0623;-1.952;14.373;1.952;0.000;0.999;-83.501;-0.010;-1.883;14.268;0.000;0.999;-83.445
0624;-1.889;13.404;1.889;0.000;0.999;-71.971;0.014;-1.986;13.551;0.000;0.999;-72.636
